,yaw,pitch,roll,x,y,z,acc_x,acc_y,acc_z,omega_x,omega_y,omega_z
0,-2.7719335234927653,0.08949530355982555,-0.13045592927129251,4.99930655881018,-0.4564972711931693,-0.18669803377675442,-0.029912393682275634,0.028646137717435526,0.0,0.0,0.0,0.0
1,-3.0913449722075055,-0.13898645736874582,-0.15899464448287084,4.900755271453611,-0.010402320814227206,1.6491225097695157,-0.006820093301798165,0.055410938749949616,0.0,0.0,0.0,5e-05
2,2.7846596875424243,0.026411842335723426,-0.04704657865359923,5.130372106926956,-0.36634014776808976,0.6005710973613666,-0.007663675543693707,0.05326400054653411,0.0,0.0,0.0,0.0001
3,-3.0672814317676345,0.06884370252408485,0.29117321401216406,5.0539930239745114,0.5922051747987956,-0.35004617076654815,-0.009173192625083674,0.03478732259780716,0.0,0.0,0.0,0.00015000000000000001
4,-2.7181651858521447,-0.0788992099572246,-0.07695882375095804,5.149138152177932,0.2372552014431672,0.12950381166310837,0.009598217625992875,0.04381144226217805,0.0,0.0,0.0,0.0002
5,-2.770391432013905,0.1373532434499036,0.1632105199291795,5.5393429069076765,0.23167210465683274,0.1809649432023922,0.009247946927564725,0.038317034898298304,0.0,0.0,0.0,0.00025000000000000006
6,-3.010476203138425,0.12284617903066122,-0.16571841506893276,4.579405211304376,-1.5766353486324993,0.07545269124111342,-0.02288567749892215,0.05679577312722783,0.0,0.0,0.0,0.00030000000000000003
7,2.8778059746503772,-0.1567228860146939,-0.26287344693125797,5.294597577557583,0.007735698944819236,0.2990908922389859,0.0053054942745017685,0.06158165130074585,0.0,0.0,0.0,0.00035000000000000005
8,-3.0096665185393183,-0.04413240129524711,0.2077423164022077,4.779259357125169,0.011435996476311383,-0.4901504725249099,0.007673107975457247,0.033182169270380854,0.0,0.0,0.0,0.0004
9,-3.07489450174888,0.1738952407084746,0.25440486021417574,5.346346723880026,0.4649714269339015,-0.2315635497001443,-0.0036620729031702293,0.05107319271311707,0.0,0.0,0.0,0.00045
10,2.9635907434187536,-0.03350966037255142,0.2709515256172854,5.14878276737468,0.3511520104868977,1.2071462091048846,-0.014402095321669193,0.045148345675829274,0.0,0.0,0.0,0.0005000000000000001
11,2.8049054716199997,0.0006571063844211035,-0.20861354162980675,5.3136290611439465,-0.4731649948720972,0.448343891658421,-0.009548299325857804,0.038860215217728526,0.0,0.0,0.0,0.00055
